,index,jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland
74,11143,RAPANOS,SAW-2015-02044,Wilmington,FT MILLER TOWN OF COAL ASH/DUKE SUTTON,-77.98546999999999,34.29781,1/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8937,RAPANOS,SAC-2017-00508,Charleston,Palmetto /Ashley Phosphate,-80.06053,32.93217,4/9/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,8509,RAPANOS,SAC-2016-00157-3JY,Charleston,Shaftesbury Estates Phase 5,-78.90465999999999,33.898270000000004,4/11/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,9722,RAPANOS,SAC-2019-00216,Charleston,1642 River Road,-82.25494,34.97587,3/25/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,9501,RAPANOS,SAC-2018-01057,Charleston,CATEX Transient Aircraft Hanger,-78.93446,33.67476,8/3/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,10892,RAPANOS,SAW-2008-03236,Wilmington,Swindell Farms Incorporated Bath Property,-76.80452,35.49969,2/10/2016,1,1,0,1,0,1,0,0,0,0,0,0,0,0
80,8149,RAPANOS,SAC-2006-03606,Charleston,SALLIE ALDERMAN SITE,-80.20545,33.74672,2/29/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1
81,9195,RAPANOS,SAC-2017-01821,Charleston,Verdae 3 Properties,-82.34299,34.82943,3/2/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,1
82,9335,RAPANOS,SAC-2018-00389,Charleston,Dudley Land Revised Project Site,-78.90361999999999,33.910959999999996,9/27/2018,0,1,0,0,0,0,0,0,1,1,0,0,0,1
83,9337,RAPANOS,SAC-2018-00395,Charleston,Gaskins Willow Pond Tract ,-79.79706,32.84715,6/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,11856,RAPANOS,SAW-2018-00076,Wilmington,Mt. Misery Rd. - Joyner,-78.04687,34.27947,6/6/2018,0,1,0,0,0,1,1,0,0,0,0,0,0,0
85,8463,RAPANOS,SAC-2015-01691-3JY,Charleston,Myrtle Ridge Tract E,-78.99589,33.768609999999995,1/26/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,8213,RAPANOS,SAC-2010-00816,Charleston,MB-AFB Campground Parcel,-78.93163,33.659290000000006,6/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,8767,RAPANOS,SAC-2016-01608,Charleston,Bridges at Seven Lakes fka The Mill (Eastern Half),-79.80382,32.98559,1/8/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,11578,RAPANOS,SAW-2016-01959,Wilmington,821 Emory Street/JD,-77.90915,34.24792,9/27/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
89,8186,RAPANOS,SAC-2008-02317,Charleston,T & D Land Holdings - Cherokee Farms Tract,-80.77678,32.431470000000004,6/27/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,1
90,11130,RAPANOS,SAW-2015-01970,Wilmington,Craven County Industrial Lot 10,-77.15545999999999,35.14094,11/18/2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0
91,9295,RAPANOS,SAC-2018-00218,Charleston,Wachesaw Tract B-1 Wetland,-79.05624,33.55353,5/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,8136,RAPANOS,SAC-2006-01933,Charleston,"Harbour Land Investors, LLC",-78.94233,33.70598,5/31/2018,0,1,0,0,0,0,1,0,0,0,0,0,0,1
93,8895,RAPANOS,SAC-2017-00325,Charleston,Victor Hill Road Site,-82.12868,34.90027,6/8/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1
94,11359,RAPANOS,SAW-2016-00260,Wilmington,HF Lee Energy Complex (LOLA),-78.0762,35.38,2/8/2016,1,1,0,1,0,1,0,0,0,0,0,0,0,0
95,8187,RAPANOS,SAC-2009-00025,Charleston,KERSHAW QUARRY SITE DELINEATION,-80.61925,34.48307,3/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,8920,RAPANOS,SAC-2017-00450,Charleston,Perdue Dillon Plant Expansion,-79.38954,34.46236,4/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,9248,RAPANOS,SAC-2017-01998,Charleston,Desoto Solar ,-82.12805,34.28432,3/12/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,11787,RAPANOS,SAW-2017-01859,Wilmington,"214 Williams Road_TP1, LLC_New  Hanover",-77.88164,34.100770000000004,5/16/2018,1,1,1,1,1,1,0,0,0,0,0,0,0,0
99,9255,RAPANOS,SAC-2018-00053,Charleston,Conway-Horry County PAPI replacement (HYW),-79.12147,33.8292,5/17/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0
100,9695,RAPANOS,SAC-2019-00086,Charleston,Abbeville Solar Project,-82.40394,34.21597,7/2/2019,0,1,0,0,0,0,1,0,1,1,0,1,0,1
101,9291,RAPANOS,SAC-2018-00206,Charleston,Gaffney High School Site,-81.68428,35.07125,5/14/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
102,9183,RAPANOS,SAC-2017-01767,Charleston,Ecofoam Project Site,-81.08267,32.27733,2/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,11305,RAPANOS,SAW-2016-00029,Wilmington,Gladden Boat House Repairs & Seawall,-82.9322,35.1288,1/25/2016,0,1,0,0,1,0,0,0,0,0,0,1,0,0
104,8985,RAPANOS,SAC-2017-00829,Charleston,Potomac Timber Tract B,-79.09358,33.8501,6/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,9554,RAPANOS,SAC-2018-01302,Charleston,Sumpter C-Store,-80.38292,33.9667,12/4/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1
106,11820,RAPANOS,SAW-2017-02384,Wilmington,Westhall,-80.90151,35.60949,2/12/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
107,9888,RAPANOS,SAC-2019-01081,Charleston,"Smith, Jean / 203 Freds Alley Court, Mullins",-79.26553,34.19992,9/12/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,9262,RAPANOS,SAC-2018-00082,Charleston,Solomon Dental Site,-80.2409,33.0221,1/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,8839,RAPANOS,SAC-2017-00059,Charleston,Shem Solar,-80.64827,34.75715,6/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,9573,RAPANOS,SAC-2018-01353,Charleston,Luz Solar,-80.02758,34.37052,9/4/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,9794,RAPANOS,SAC-2019-00608,Charleston,J-Bar Farms Lots 1-3,-80.21202,32.731790000000004,8/1/2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0
112,11310,RAPANOS,SAW-2016-00045,Wilmington,2144 W. LAKESHORE DR/LAKESIDE PARTNERS OF WILMINGTON,-77.93590999999999,34.20339,2/22/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
113,10130,RAPANOS,SAC-2020-00797,Charleston,"International Drive Lots 30, 31, and 32",-78.85554,33.75823,6/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,9053,RAPANOS,SAC-2017-01166,Charleston,CMC-Socastee Property,-79.0056,33.67685,9/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,11628,RAPANOS,SAW-2016-02405,Wilmington,SP Shiloh - Shiloh Glenn Drive,-78.83638,35.87048,1/20/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,1
116,9703,RAPANOS,SAC-2019-00122,Charleston,Erika Wright Rembert Single-Family Mobile Home Replacement,-79.91727,33.3998,2/7/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,9185,RAPANOS,SAC-2017-01798,Charleston,FLETC Demo Site ,-79.94743000000001,32.848209999999995,2/9/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,11591,RAPANOS,SAW-2016-02030,Wilmington,"Spring Shire Retirement, LLC/Pitt/JD",-77.43545,35.6358,4/20/2017,0,1,0,0,0,1,1,0,0,0,0,0,0,1
119,9380,RAPANOS,SAC-2018-00551,Charleston,Lyons Lane,-78.80691999999999,33.843579999999996,4/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,11320,RAPANOS,SAW-2016-00107,Wilmington,"Lennar Carolinas, LLC, Chateau ",-80.97651,35.09127,4/18/2016,0,1,0,0,0,0,1,0,0,1,0,1,0,1
121,11686,RAPANOS,SAW-2017-00632,Wilmington,Spurgeon Stowe/Dare,-75.68585999999999,35.22074,7/28/2017,0,1,0,0,0,1,0,0,0,0,0,0,0,0
122,11188,RAPANOS,SAW-2015-02280,Wilmington,Andy Roberts Project,-76.6511,35.4063,1/19/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0
123,10950,RAPANOS,SAW-2013-00175,Wilmington,NCDOT / 17BP.11.R.29 / SR 1136 / BR 137 / DIV 11 / EEP,-81.77798,36.181909999999995,11/18/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
124,11806,RAPANOS,SAW-2017-02167,Wilmington,County Home Solar / County Home Road / Rockingham / Richmond County / solar / renewable energy,-79.72211999999999,34.922270000000005,10/18/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
125,9366,RAPANOS,SAC-2018-00494,Charleston,City of Myrtle Beach Board Walk Extension,-78.87420999999999,33.69656,5/3/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,9900,RAPANOS,SAC-2019-01130,Charleston,8260 Crooked Creek,-80.35015,32.56126,1/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,11416,RAPANOS,SAW-2016-00506,Wilmington,NCDOT / Bridge 248 / SR 2009 / Camp Dan Valley Road / Rockingham County / Divison 7,-79.72731999999999,36.39747,11/16/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
128,8259,RAPANOS,SAC-2013-01169,Charleston,Mac Rhodes / Savage Road Tract C,-80.03831,32.80572,11/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,10791,RAPANOS,SAW-2000-01438,Wilmington,JOHNSON/BARTON BAY YACHT CLUB,-77.36865999999999,34.51648,11/21/2016,1,1,1,1,0,1,0,0,0,0,0,0,0,0
130,11667,RAPANOS,SAW-2017-00333,Wilmington,Michael Dunn/Dare,-75.70645,36.07943,2/22/2017,0,1,0,0,0,1,0,0,0,0,0,0,0,0
131,9004,RAPANOS,SAC-2017-00931,Charleston,Highway 905 Longview Tract,-78.74600000000001,33.924,9/18/2017,0,1,0,0,0,0,1,0,1,0,0,1,0,1
132,11175,RAPANOS,SAW-2015-02235,Wilmington,NC State Ports Authority-Turning Basin Dredge-Relocation of Liquid Bulk Pier- CAMA permit #47-87,-77.95495,34.209270000000004,1/22/2016,1,1,1,1,1,1,0,0,0,0,0,0,0,0
133,10787,RAPANOS,SAW-1999-01467,Wilmington,MERRITT/EAGLE ISLAND RESORT/RIVERWALK,-77.95281,34.23315,8/26/2016,1,1,1,1,1,1,0,0,0,0,0,0,0,0
134,9448,RAPANOS,SAC-2018-00836,Charleston,City of Hanahan Site,-80.00474,32.943020000000004,9/19/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
135,9633,RAPANOS,SAC-2018-01721,Charleston,Seabrook Point Subdivision Pond Expansion & Dry Hydrant Installation,-80.77207,32.522040000000004,5/2/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,10974,RAPANOS,SAW-2014-01256,Wilmington,Randy King Pulte Home Corporation,-78.84195,35.79445,11/2/2015,0,1,0,0,0,0,1,0,0,1,0,0,0,0
137,10789,RAPANOS,SAW-2000-00757,Wilmington,WILLIAMSON TRACT/DECAROL WILLIAMSON,-78.1478,33.9483,10/20/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,0
138,10834,RAPANOS,SAW-2006-00900,Wilmington,KENT MITCHELL/4808 PORT LOOP ROAD/LONG B,-78.05286,33.94891,8/22/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,0
139,11079,RAPANOS,SAW-2015-01457,Wilmington,Floyd Solar Farm_5438 Stone Road_Jeffery and Sherry Floyd,-79.13624,34.50809,10/29/2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0
140,10035,RAPANOS,SAC-2019-01964,Charleston,Hilton Head Christian Academy,-80.71053,32.21346,1/16/2020,0,1,0,0,0,0,0,0,1,0,0,0,0,1
141,9288,RAPANOS,SAC-2018-00195,Charleston,Spectrum Patriots Apartments ,-80.11946999999999,32.95615,4/9/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,9370,RAPANOS,SAC-2018-00511,Charleston,Lots 48 & 49 Waterford Plantation,-79.2785,33.4735,7/11/2018,0,1,0,0,0,1,0,0,0,0,0,0,0,0
143,8875,RAPANOS,SAC-2017-00189,Charleston,Blackwell Pond Site,-82.522,34.2452,4/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,8128,RAPANOS,SAC-2006-00757,Charleston,Burning Ridge Grocery / Legends BLVD,-78.99051,33.78021,6/30/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0
145,8160,RAPANOS,SAC-2007-01670,Charleston,Catherine Grey Tract,-78.92662,33.70661,9/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,9077,RAPANOS,SAC-2017-01324,Charleston,ATOOD 3,-82.04223,34.99642,2/2/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
147,10793,RAPANOS,SAW-2001-00870,Wilmington,Cherry Ridge,-77.62213,34.8043,1/29/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,1
148,10886,RAPANOS,SAW-2008-02698,Wilmington,Bailey Center,-77.13893,34.69814,2/16/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
